,matricola,nome,cognome,qualifica,dipartimento,data_assunzione,data_di_nascita,classe_laurea,data_laurea,classe_dottorato,data_dottorato
984,586517,Paloma,Spanevello,Strong understanding of IT security and risk management, Learning and Development,2020-02-08 03:30:17,1994-08-26 17:36:23,Associate of Architecture (AArch),2023-06-08 08:05:12,,
985,813150,Ludovico,Taliani,Experience with budget management, Graphic Design,2017-03-16 12:54:45,1997-11-15 19:26:18,Master of Social Work (MSW),2018-11-30 10:32:03,Philosophy,2025-11-08 19:26:18.665325
986,992938,Atenulf,Guarneri,Ability to meet deadlines, Social Media Management,2018-06-10 20:56:30,1993-12-16 01:28:39,Master of Nursing (MN),2015-07-23 02:34:09,Biology,2022-03-18 10:02:08.000000
987,118714,Luisa,Michelangeli,Ability to develop and deliver effective presentations, Sales,2015-06-20 09:43:52,1996-04-05 13:50:34,Bachelor of Computer Science (BCS),2020-05-27 17:20:19,,
988,590639,Gianpaolo,Sbarbaro,Knowledge of regulatory requirements and compliance, Media Relations,2018-10-13 16:08:28,1995-10-10 16:04:15,Master of Education (MEd),2021-04-16 09:15:18,,
989,803962,Nico,Bellocchio,Knowledge of organizational culture and employee engagement, Marketing,2022-11-03 14:18:28,1996-06-10 00:19:38,Bachelor of Engineering (BE),2018-09-23 18:57:44,,
990,339866,Santino,Salandra,Strong understanding of data governance principles, Intellectual Property,2016-05-13 23:57:24,1998-01-31 18:12:28,,,,
991,661440,Renata,Ciampi,Strong project coordination and scheduling skills, Internal Audit,2020-12-31 20:44:09,1996-08-27 17:34:30,,,,
992,174130,Patrizio,Carnera,Knowledge of industry-specific software or tools, Claims and Insurance,2016-11-03 11:39:46,1997-08-04 13:03:30,Doctor of Pharmacy (PharmD),2020-12-26 05:47:49,Business Administration,2025-07-28 13:03:30.901859
993,229144,Vincenzo,Perozzo,Ability to manage product launches and releases, Incident Response,2021-03-19 03:41:20,1998-09-03 12:55:42,Master of Nursing (MN),2020-11-23 07:02:19,,
994,89589,Goffredo,Trillini,Knowledge of human resources policies and procedures, Business Intelligence,2016-03-02 23:18:08,1999-02-11 14:02:53,Master of Science (MS),2023-01-01 22:15:29,,
995,536312,Raffaella,Lupo,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Branding and Advertising,2023-06-12 19:35:09,2001-01-24 19:41:25,,,,
996,273238,Elena,Pininfarina,Ability to conduct market forecasting and trend analysis, Product Development,2023-03-10 08:57:23,1996-05-18 14:21:00,Master of Business Administration (MBA),2022-10-18 10:51:22,,
997,651281,Baccio,Micca,Knowledge of talent acquisition and recruitment strategies, Warehouse and Distribution,2023-03-02 15:28:11,1997-01-19 12:32:16,,,,
998,275938,Martino,Panatta,Knowledge of talent acquisition and recruitment strategies, Performance Management,2015-11-05 00:02:21,2002-06-08 21:10:29,,,,
999,617431,Ninetta,Salvini,Ability to work under pressure, Change Management,2020-09-06 04:11:32,1998-04-14 04:55:25,,,,
1000,926733,Camilla,Gabba,Strong attention to quality and accuracy, Workplace Culture,2015-11-19 07:43:51,2000-05-31 21:45:07,,,,
1001,558046,Gioachino,Trentin,Experience with process mapping and workflow analysis, Vendor Management,2020-09-03 02:04:07,1997-04-29 21:10:04,,,,
1002,132483,Antonello,Beccheria,Ability to work in a fast-paced environment, Corporate Training,2020-02-02 23:09:55,1997-02-13 04:02:41,Associate of Computer Science (ACS),2022-03-07 22:22:49,,
1003,412654,Orazio,Zola,Strong interpersonal skills, Customer Success,2020-05-22 15:06:02,1994-04-25 14:56:10,,,,
1004,27707,Simone,Tencalla,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Data Science,2017-04-25 10:52:23,1994-12-07 15:35:49,,,,
1005,245568,Antonello,Pisaroni,Knowledge of regulatory requirements and compliance, Health and Safety,2015-08-04 01:58:06,2002-05-11 16:23:28,Certificate in Human Resources Management,2022-10-31 05:01:08,,
1006,490343,Gianna,Vittadello,Strong understanding of software testing methodologies, Internal Communications,2019-01-09 07:42:16,1995-03-12 02:12:30,Master of Arts (MA),2016-03-19 01:13:04,,
1007,498540,Edoardo,Badoglio,Ability to develop and implement strategic plans, Corporate Development,2015-06-15 23:27:37,1995-10-19 01:08:42,,,,
1008,11477,Giorgio,Giannetti,Ability to conduct market forecasting and trend analysis, Content Creation,2015-08-26 15:18:42,2002-08-27 22:06:30,Bachelor of Engineering (BE),2023-06-29 17:55:23,,
1009,736182,Gianfrancesco,Boccherini,Ability to develop and implement strategic plans, Media Relations,2019-10-24 09:14:55,2001-02-21 09:47:47,Master of Arts (MA),2022-05-09 18:42:54,Engineering,2029-02-14 09:47:47.988616
1010,581361,Geronimo,Spanevello,Leadership qualities, Sales Operations,2020-02-21 12:51:32,1997-02-28 20:29:29,Diploma in Electrical Engineering,2021-12-30 13:58:32,,
1011,740663,Enzo,Morpurgo,Strong understanding of IT security and risk management, Marketing,2018-08-16 11:08:45,2001-07-25 14:53:50,,,,
1012,456076,Mirco,Torricelli,Knowledge of social media platforms and marketing techniques, Performance Management,2018-08-19 13:24:12,1999-05-08 21:02:21,,,,
1013,340774,Angelica,Murri,Knowledge of agile software development methodologies, Network Operations,2019-06-22 17:44:12,2002-06-06 23:18:53,,,,
1014,565966,Valeria,Faranda,Experience with risk assessment and mitigation strategies, Data Analytics,2017-06-14 15:00:53,1999-10-10 04:12:37,Bachelor of Nursing (BN),2023-07-03 19:21:30,,
1015,494714,Venancio,Foconi,Ability to conduct competitive intelligence and analysis, Performance Management,2019-08-10 19:12:07,2001-08-25 04:29:07,Associate of Applied Science (AAS),2022-08-12 05:42:47,,
1016,63770,Ottone,Farina,Strong understanding of digital marketing strategies, Warehouse and Distribution,2015-08-15 14:16:22,1994-09-17 03:19:06,,,,
1017,744262,Tonino,Aporti,Strong understanding of data governance principles, Strategic Partnerships,2019-12-17 21:44:25,1997-10-01 10:56:47,,,,
1018,5686,Cipriano,Morosini,Proficient in project management methodologies, Operations,2023-06-06 03:46:07,1997-08-28 03:05:36,,,,
1019,721301,Dolores,Pisano,Ability to develop and implement training programs, Mobile App Development,2020-12-30 22:05:23,1994-12-10 11:06:06,,,,
1020,930876,Rossana,Passalacqua,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Health and Safety,2017-04-20 05:03:56,1998-10-26 18:03:21,,,,
1021,986602,Rosa,Coardi,Strong research and information-gathering skills, Manufacturing,2015-01-20 07:44:02,2002-12-22 21:46:47,Diploma in Early Childhood Education,2023-04-16 14:20:03,,
1022,156836,Bianca,Galeati,Ability to develop and implement sustainability initiatives, Engineering Design,2019-12-23 12:01:02,2001-11-21 20:19:18,Doctor of Philosophy (PhD),2022-09-25 19:49:00,,
1023,345617,Torquato,Santoro,Knowledge of talent acquisition and recruitment strategies, Legal,2015-02-17 00:50:17,1994-05-01 17:14:58,,,,
1024,201448,Severino,Aporti,Ability to develop and implement training programs, Corporate Development,2019-02-01 21:00:04,1998-10-15 11:13:49,,,,
1025,768537,Durante,Battisti,Knowledge of supply chain management principles, Administration,2023-02-03 11:45:55,2001-02-18 07:38:58,,,,
1026,664946,Isabella,Tarantini,Strong understanding of data visualization techniques, E-commerce,2020-07-23 15:37:56,1997-11-29 02:56:57,Diploma in Business Administration,2023-04-22 09:01:57,Environmental Science,2025-11-22 02:56:57.984703
1027,987794,Enrico,Pozzecco,Attention to detail and accuracy, Data Science,2016-03-15 19:41:51,1998-10-20 03:58:16,Bachelor of Engineering (BE),2020-03-24 16:08:07,,
1028,207724,Fiamma,Costalonga,Strong understanding of IT security and risk management, User Experience,2016-05-10 22:22:45,1995-02-05 20:16:22,Bachelor of Nursing (BN),2023-02-07 23:33:12,,
1029,379559,Massimo,Catalano,Master's degree or higher, Network Operations,2020-08-02 05:09:22,1999-05-03 19:47:01,Master of Arts (MA),2019-05-21 00:59:17,,
1030,230156,Melania,Civaschi,Proficient in project management methodologies, Customer Success,2017-10-08 12:38:03,2001-12-28 05:43:49,,,,
1031,266233,Piersanti,Giammusso,Proficient in project management methodologies, Human Resources,2023-03-15 09:32:36,1996-11-18 16:38:25,Bachelor of Business Administration (BBA),2020-07-03 10:29:36,,
1032,543441,Torquato,Bandello,Experience with content management systems (CMS), Sales Enablement,2016-12-26 23:47:47,1998-02-23 01:12:48,Associate of Computer Science (ACS),2018-02-20 18:32:14,,
1033,881909,Ermanno,Pergolesi,Knowledge of employee performance evaluation techniques, Supplier Relations,2017-06-15 01:40:10,2002-04-29 21:40:19,Associate of Nursing (AN),2022-09-07 14:44:21,,
1034,215898,Alessandra,Zoppetti,Strong project coordination and scheduling skills, Logistics,2021-08-06 05:26:31,1996-12-11 05:27:32,,,,
1035,431202,Salvatore,Bacosi,Knowledge of IT infrastructure and networking, Research and Development,2019-05-31 03:18:58,1997-07-29 13:59:05,Certificate in Web Development,2018-03-14 08:36:49,English Literature,2025-07-22 13:59:05.294074
1036,593124,Annetta,Gatto,Knowledge of intellectual property laws and regulations, Innovation,2018-03-15 16:18:54,1993-10-22 05:11:43,,,,
1037,209316,Piersanti,Fermi,Ability to develop and implement marketing campaigns, Sales Operations,2022-04-17 21:48:21,1994-02-10 20:04:28,,,,
1038,136472,Lara,Dalla,Ability to conduct market segmentation and targeting, Software Testing,2015-01-22 01:33:02,2001-10-20 17:30:52,Bachelor of Computer Science (BCS),2023-01-09 06:59:50,,
1039,553609,Elvira,Oliboni,Leadership qualities, Data Analytics,2020-04-17 08:00:13,1995-09-02 03:43:00,,,,
1040,776744,Elladio,Martinelli,Strong financial analysis and forecasting skills, Research and Innovation,2015-03-09 18:46:30,1999-02-02 04:03:04,Master of Arts (MA),2023-03-08 17:28:38,,
1041,112949,Alberto,Zaccagnini,Ability to develop and implement diversity and inclusion initiatives, Cloud Services,2021-03-22 19:55:11,1997-08-12 10:30:18,Bachelor of Arts (BA),2020-12-11 02:30:49,,
1042,126478,Serafina,Marangoni,Knowledge of supply chain management principles, Sales Operations,2021-11-09 21:27:44,1996-03-26 16:41:35,,,,
1043,310884,Umberto,Vergerio,Knowledge of software development methodologies, Content Creation,2020-11-21 22:23:39,1996-06-18 19:34:36,Associate of Arts (AA),2017-01-27 13:03:42,,
1044,612821,Stefano,Ciani,Ability to develop and implement marketing campaigns, Change Management,2022-01-01 06:31:51,2002-10-11 04:35:00,Associate of Architecture (AArch),2023-04-15 15:56:03,Sociology,2030-10-04 04:35:00.099078
1045,816424,Annibale,Pasqua,"Knowledge of sustainability reporting frameworks (e.g., GRI)", Tax,2021-12-05 13:36:55,2001-07-11 14:19:11,,,,
1046,790355,Romina,Badoglio,Ability to conduct market forecasting and trend analysis, Outsourcing,2018-04-01 15:55:27,2001-11-29 18:48:47,Associate of Business Administration (ABA),2022-08-01 18:34:27,,
1047,169347,Alfredo,Farinelli,Ability to develop and implement sustainability initiatives, Brand Management,2021-12-03 11:12:22,1998-07-04 19:36:35,,,,
1048,346287,Sabatino,Lerner,Ability to develop and implement training programs, Software Testing,2021-05-13 09:21:22,2001-04-30 03:25:18,,,,
1049,962556,Luigi,Gelli,Knowledge of regulatory requirements and compliance, Supplier Relations,2015-07-10 14:46:55,1997-01-04 00:14:18,,,,
1050,419207,Maria,Benedetti,Strong understanding of change management principles, Customer Success,2021-01-16 04:05:19,2002-11-06 15:05:32,,,,
1051,250308,Marcello,Donarelli,Creative thinking and innovation, Inventory Management,2017-05-15 01:06:00,1994-02-21 12:53:49,Master of Science (MS),2018-12-12 22:08:20,Sociology,2023-04-29 22:43:43.000000
1052,313169,Costantino,Platini,Knowledge of social media platforms and marketing techniques, Facilities Planning,2021-08-08 10:37:11,1995-08-01 19:25:45,,,,
1053,988244,Alberico,Grossi,Strong understanding of data visualization techniques, Facilities Planning,2021-12-25 02:44:36,2001-08-27 11:45:28,Associate of Computer Science (ACS),2023-05-15 15:51:54,,
1054,815367,Vittorio,Tartini,Knowledge of industry-specific software or tools, Engineering Design,2020-11-11 15:24:53,1999-10-21 21:59:11,Bachelor of Business Administration (BBA),2020-06-27 08:17:06,,
1055,273669,Damiano,Busoni,Strong financial analysis and forecasting skills, Media Relations,2016-09-24 17:08:50,1996-06-14 21:37:44,,,,
1056,754999,Giada,Druso,Knowledge of IT infrastructure and networking, Health and Safety,2017-10-11 02:00:24,1996-04-06 10:40:59,,,,
1057,482882,Isa,Piccinni,Knowledge of talent acquisition and recruitment strategies, Strategic Planning,2018-01-07 18:09:54,1994-10-05 01:19:15,,,,
1058,536944,Cristina,Ziani,Problem-solving and troubleshooting skills, Employee Relations,2020-08-30 16:48:50,1997-02-10 01:48:00,Bachelor of Computer Science (BCS),2017-05-19 14:11:17,,
1059,267912,Piergiuseppe,Lussu,Ability to interpret and analyze financial statements, Artificial Intelligence,2021-03-23 18:45:35,2001-10-23 12:14:45,Certificate in Digital Marketing,2023-03-04 03:57:03,Public Health,2029-10-16 12:14:45.034205
1060,835560,Flavio,Miniati,Strong sales and negotiation skills, Talent Management,2017-04-16 03:02:34,1998-07-29 23:33:41,Bachelor of Nursing (BN),2018-09-03 09:53:29,History,2026-07-22 23:33:41.823527
1061,158668,Dario,Zoppetto,Adaptability and flexibility, Finance,2020-11-09 09:19:27,1995-05-01 15:44:47,Doctor of Philosophy (PhD),2021-12-26 02:38:46,,
1062,37089,Gelsomina,Grimani,Proficient in Microsoft Office Suite, Corporate Social Responsibility,2016-09-06 17:51:44,1993-11-05 21:31:04,Certificate in Web Development,2023-01-15 19:13:54,,
1063,43364,Pasqual,Detti,Ability to develop and implement training programs, Financial Planning and Analysis,2021-01-02 00:21:42,2000-11-16 11:10:01,,,,
1064,971009,Patrizia,Versace,Knowledge of intellectual property laws and regulations, Marketing,2015-06-08 04:12:13,1997-12-22 14:47:52,Master of Architecture (MArch),2019-01-17 20:51:37,Psychology,2025-12-15 14:47:52.260334
1065,5869,Pasqual,Querini,Experience with quality assurance and control processes, Web Development,2019-07-05 17:28:44,1998-05-26 04:08:59,Diploma in Hospitality Management,2023-01-07 18:12:19,,
1066,340905,Morena,Onisto,Experience with process mapping and workflow analysis, Customer Service,2022-07-26 13:35:08,1999-10-31 14:38:13,,,,
1067,3649,Vittoria,Verri,Bachelor's degree in a relevant field, Logistics,2016-04-25 18:56:18,1999-11-20 00:29:24,Bachelor of Social Work (BSW),2022-07-29 13:00:57,,
1068,435558,Mattia,Panzera,Experience with customer experience (CX) design and optimization, Supplier Relations,2019-04-23 22:08:35,2000-02-28 18:03:46,,,,
1069,811173,Graziella,Scalfaro,Experience with data governance and compliance frameworks, International Business,2019-12-16 08:42:32,1999-02-04 14:33:59,,,,
1070,752610,Nadia,Ruggeri,Strong understanding of software testing methodologies, Performance Management,2016-09-17 07:27:20,1997-04-12 00:27:36,,,,
1071,89708,Pierina,Barcella,Strong written and verbal communication skills, Employee Relations,2018-08-07 21:32:21,2002-02-20 14:00:38,,,,
1072,892105,Arnulfo,Murri,Knowledge of human resources policies and procedures, Performance Management,2018-10-08 22:50:23,1999-01-18 11:53:14,,,,
1073,920355,Gioacchino,Alfieri,Strong understanding of digital marketing strategies, Human Resources,2021-07-01 19:44:48,1994-03-17 20:49:57,Bachelor of Science (BS),2017-08-30 13:47:02,,
1074,206831,Giacobbe,Tozzi,Strong project coordination and scheduling skills, Customer Success,2022-05-21 22:34:39,2000-06-05 18:23:17,Associate of Applied Science (AAS),2022-01-24 20:54:08,,
1075,980414,Lucia,Smirnoff,Strong research and information-gathering skills, Customer Service,2020-03-14 05:18:11,1994-12-24 17:07:45,,,,
1076,177430,Gustavo,Novaro,Experience with e-commerce platforms and technologies, Market Research,2021-05-21 20:17:08,1998-06-17 08:19:55,,,,
1077,100674,Vittorio,Mercadante,Ability to work with cross-functional teams, Operations,2021-11-17 12:43:31,1993-10-06 19:39:01,,,,
1078,698124,Carlo,Zoppetti,Knowledge of international business regulations and practices, Operations,2017-03-10 19:27:33,1995-08-03 16:34:21,,,,
1079,881177,Michelotto,Visintini,Knowledge of talent acquisition and recruitment strategies, Software Testing,2020-09-12 18:36:37,1995-10-02 17:41:36,,,,
1080,219483,Ermanno,Falloppio,Ability to meet deadlines, International Business,2020-05-23 18:00:21,2001-08-23 14:25:37,,,,
1081,872881,Paloma,Piccinni,Proficient in Microsoft Office Suite, Inventory Management,2017-06-20 02:44:44,1997-03-20 16:14:20,Associate of Social Work (ASW),2018-12-25 21:47:19,Public Health,2025-03-13 16:14:20.668723
1082,254025,Maria,Columbo,Knowledge of industry-specific software or tools, Customer Service,2022-08-30 17:53:42,1998-07-29 01:00:34,Bachelor of Education (BEd),2020-12-11 08:53:16,Mathematics,2026-07-22 01:00:34.024470
